uid,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
14899,24,33,71,70,81,82,87,136,189,272
449,36,36,33,40,46,51,71,116,199,417
19161,75,56,63,52,89,91,90,117,155,257
10874,11,29,36,34,66,65,76,115,184,429
16893,12,37,53,65,111,94,100,135,174,264
8435,11,30,36,32,58,75,79,128,187,409
358,17,42,48,58,75,85,77,97,168,378
11781,40,48,66,68,86,93,76,121,162,285
12799,20,40,55,167,67,77,65,116,162,276
1446,34,36,37,39,55,47,60,131,195,411
15521,3,10,31,45,84,75,116,170,201,312
16467,41,56,51,154,59,53,68,91,148,324
15637,51,23,28,36,31,45,77,108,212,434
15849,14,52,59,162,85,78,79,112,150,254
15634,8,23,44,54,65,95,124,154,182,297
1625,101,85,57,36,83,84,67,114,139,279
8338,0,7,28,45,58,64,79,123,178,464
14793,9,21,54,44,87,114,118,129,188,282
16436,6,15,50,35,68,61,101,118,245,347
19634,12,57,60,59,78,77,103,130,182,287
3899,9,32,44,147,88,93,112,123,149,249
18375,10,29,44,52,48,69,64,121,200,409
11348,2,10,19,30,61,81,99,112,157,476
16555,30,66,80,62,93,71,66,119,184,274
15890,18,63,61,162,88,73,78,111,150,241
4913,42,38,56,59,89,95,83,150,170,263
16322,24,37,45,145,53,68,95,108,163,307
1676,18,49,62,153,92,90,82,90,144,265
11393,49,35,52,185,84,81,66,103,149,241
8171,73,46,65,55,89,81,82,124,169,261
7677,17,45,90,55,71,87,83,124,175,298
17136,20,58,75,185,79,68,81,85,146,248
3237,6,24,58,53,66,64,78,123,206,368
12705,30,40,34,54,78,102,111,134,158,304
10517,8,11,57,165,63,78,94,119,190,261
15450,14,40,42,160,89,74,88,129,161,248
5208,19,37,32,59,79,71,76,102,173,397
17197,7,23,41,69,91,77,113,141,182,302
14597,1,14,43,56,65,95,100,156,194,321
7585,0,14,50,36,49,66,98,157,224,351
7920,14,39,37,146,61,49,80,125,188,306
17848,1,11,26,33,66,90,102,147,224,345
17297,33,39,42,157,70,57,64,117,160,306
12114,17,18,40,52,94,74,90,133,169,358
14833,23,56,72,60,88,64,82,124,172,304
19256,86,58,53,155,90,62,63,83,151,244
11240,27,30,40,42,79,63,95,137,203,329
12435,30,33,56,64,83,86,96,138,175,284
1988,36,35,28,141,60,73,112,105,163,292
19380,42,44,69,159,112,85,67,95,139,233
7090,19,34,49,166,87,77,93,109,147,264
18295,3,25,29,32,57,66,73,124,232,405
18272,97,63,59,41,68,71,74,108,178,286
17829,122,21,41,146,58,67,82,102,156,250
10258,29,34,68,191,93,77,94,95,142,222
10589,88,46,52,39,78,66,80,133,170,293
15977,19,35,53,174,72,82,85,113,150,262
11360,21,51,57,177,69,80,80,106,146,258
4138,4,20,36,31,48,56,106,160,238,347
18004,4,41,45,45,81,111,105,149,188,277
13877,3,9,32,154,72,93,108,140,175,261
19943,37,46,61,173,83,64,88,96,143,254
13679,48,46,52,45,68,66,77,135,208,300
6544,45,43,69,44,92,74,84,123,172,299
15780,11,24,46,73,87,120,103,144,180,257
9525,0,17,26,32,60,82,68,111,173,476
12381,16,49,35,45,61,83,78,116,207,355
7121,46,55,49,169,71,94,81,102,143,235
14445,19,38,39,35,58,78,107,157,188,326
11850,3,27,35,53,83,82,94,149,182,338
15631,5,21,37,35,83,66,112,151,229,307
5199,89,68,42,52,76,71,64,126,181,276
15130,32,40,42,163,76,67,65,118,168,274
10951,28,34,28,31,49,57,115,138,204,361
19332,34,46,49,41,76,84,83,145,175,312
4735,30,39,48,150,83,86,89,101,172,247
5687,4,12,46,46,62,94,114,150,202,316
16282,31,65,55,141,78,72,81,116,164,242
12082,4,10,37,58,89,107,130,148,185,279
2424,9,41,56,42,65,61,56,138,181,397
6412,26,54,68,55,84,100,97,111,172,278
14653,24,42,73,59,111,90,86,119,159,282
19834,74,81,75,52,93,72,63,105,150,280
19384,19,45,45,74,66,97,106,122,169,302
1024,3,19,49,28,60,54,68,142,230,393
17796,2,19,34,36,70,72,104,123,199,387
13028,9,24,33,37,83,71,106,172,200,311
2972,12,49,76,179,92,71,82,92,148,244
9531,3,14,29,31,63,67,99,144,247,349
15267,10,36,67,70,79,83,83,117,198,303
16528,3,9,29,47,51,83,101,127,219,378
9101,2,13,69,70,82,67,90,132,190,331
4757,48,56,62,163,74,66,56,97,161,262
15750,16,21,25,141,58,45,85,125,177,352
3989,26,33,34,37,70,85,100,135,172,353
6738,32,60,68,50,68,59,77,103,165,363
8963,42,57,50,57,65,77,85,124,182,306
11892,10,37,36,153,82,73,87,135,171,262
8865,56,35,39,44,76,72,72,123,182,346
12374,3,25,43,188,86,117,94,118,141,231
2906,39,41,41,34,59,63,84,129,184,371
10038,25,45,63,59,76,80,74,109,144,370
4611,27,43,46,55,91,72,74,114,170,353
1596,30,15,17,145,65,75,103,141,181,273
12261,91,40,35,62,104,95,77,103,160,278
2055,23,28,49,163,67,83,80,104,183,265
17205,11,31,64,61,89,86,86,104,179,334
6911,40,57,52,171,82,78,67,97,143,258
14569,7,20,44,39,59,61,104,117,212,383
17345,0,6,40,35,81,91,108,185,177,323
16525,31,41,49,174,77,89,83,102,155,244
8393,52,87,63,165,92,56,62,100,145,223
15407,4,15,52,169,67,80,76,108,174,301
10599,6,8,25,34,38,66,109,123,220,418
11473,91,91,68,152,66,58,42,77,135,265
5377,102,59,67,155,78,57,70,89,132,236
17473,64,80,58,159,63,76,78,87,149,231
3788,4,16,43,166,97,98,96,124,162,240
17427,76,62,55,51,72,64,92,98,166,309
1226,7,8,36,29,60,63,122,168,247,307
4349,18,43,64,168,59,60,64,100,163,306
4905,100,55,57,147,72,65,65,80,127,277
5719,11,33,44,54,83,97,112,134,183,294
766,38,48,64,166,79,70,76,105,158,241
6382,6,26,56,158,97,92,114,126,135,236
5808,29,55,55,159,67,82,84,105,154,255
11006,1,12,17,36,67,71,90,160,232,359
5229,7,27,35,50,55,84,108,142,180,358
11015,19,31,66,50,72,87,100,148,179,293
1449,4,15,39,41,82,96,115,148,188,318
312,49,50,59,48,69,69,60,88,167,386
11273,29,17,28,39,83,86,105,152,198,308
11926,42,37,56,162,90,83,61,98,165,251
2506,61,84,63,49,93,77,69,112,170,267
5638,19,47,54,71,91,77,68,100,169,349
10634,6,43,52,32,42,43,85,141,216,386
626,1,24,34,39,48,53,78,110,219,439
2322,15,29,58,59,81,85,86,103,175,354
17740,57,57,64,160,81,82,75,104,136,229
16615,24,35,34,50,72,103,82,135,168,342
14450,28,36,56,164,91,87,78,115,135,255
13735,1,12,19,43,55,78,107,163,198,369
7824,100,60,55,55,86,74,71,115,153,276
18257,14,29,63,151,78,80,112,102,160,256
2017,21,31,45,148,78,83,90,131,164,254
11824,15,43,65,72,70,88,84,143,172,293
19512,18,16,50,52,82,97,108,151,195,276
3908,24,37,55,34,63,92,87,130,171,352
4679,30,36,54,162,81,96,86,112,146,242
682,23,23,36,33,63,72,85,153,197,360
17573,4,12,28,55,83,102,105,145,202,310
13437,7,12,39,43,60,64,69,117,195,440
14396,32,34,55,46,75,87,97,127,194,298
11587,9,28,42,54,59,78,87,123,188,378
15528,49,58,55,52,72,56,102,140,182,279
9416,6,33,40,55,100,98,92,149,190,283
290,38,75,86,67,82,71,65,113,170,278
16594,37,29,54,40,69,86,77,152,184,317
16695,39,73,63,169,74,67,58,105,147,250
3544,4,21,38,38,47,68,79,138,209,404
5134,41,30,47,64,82,67,60,126,186,342
16722,17,30,38,49,59,100,127,133,202,290
15055,2,20,41,57,80,72,86,131,202,355
4787,15,37,42,176,72,86,92,114,161,250
16643,77,64,54,48,74,78,86,111,147,306
17100,53,74,72,153,77,54,55,94,155,258
4825,7,30,51,54,68,99,98,153,204,282
17542,3,19,57,49,82,76,86,126,189,359
7569,120,10,35,21,65,103,79,124,181,308
10199,8,39,60,61,56,59,72,121,189,381
12990,8,33,32,38,45,54,91,115,193,437
7255,49,41,32,29,66,77,81,132,173,365
7234,21,47,32,158,71,86,73,103,162,292
12073,57,34,25,23,41,71,92,137,206,359
10279,7,31,49,41,62,75,102,120,210,349
14013,11,32,49,51,61,83,106,145,198,309
16400,6,38,39,31,63,62,77,130,196,404
2974,36,24,25,38,46,54,88,142,213,379
11063,8,24,76,49,98,75,91,117,228,280
10118,10,24,37,45,65,73,101,164,211,316
9966,18,42,57,38,72,70,75,127,191,355
4752,26,64,59,165,76,76,74,104,146,255
9911,118,82,74,144,67,48,40,70,129,273
4938,89,77,66,160,83,67,54,81,134,234
18475,68,54,57,165,80,73,64,100,134,250
4269,6,14,52,54,69,100,123,156,171,301
8772,24,41,44,166,87,66,86,129,161,241
12267,20,29,49,52,82,96,86,130,202,299
9149,6,17,42,56,76,88,111,143,211,296
17172,17,37,59,195,83,80,81,101,154,238
857,22,41,46,162,90,78,99,96,156,255
3207,71,58,85,54,86,79,85,110,148,269
11121,50,55,56,70,81,71,87,100,181,294
7921,16,35,63,46,74,79,95,145,194,298
14357,4,21,32,43,57,98,117,150,212,312
12094,57,88,74,53,93,73,75,108,151,273
17033,33,28,57,37,66,78,111,153,181,301
9874,16,59,71,60,112,87,89,117,159,275
12255,1,20,32,171,84,84,79,119,158,297
8754,24,53,48,47,80,96,98,114,175,310
9053,47,45,40,161,91,81,73,123,138,246
9590,12,19,39,38,66,87,89,140,199,356
16860,73,66,57,52,70,60,70,120,172,305
5748,17,28,23,26,66,78,95,111,163,438
3714,31,48,58,158,69,65,71,106,161,278
7785,28,55,32,51,86,79,91,109,171,343
10257,17,30,28,39,70,76,69,116,161,439
13217,53,64,51,49,72,80,75,100,183,318
3534,9,46,80,46,75,81,105,139,189,276
1613,25,41,47,52,90,78,90,138,174,310
16080,15,51,75,63,89,81,87,133,176,275
15101,18,44,58,50,72,106,101,108,178,310
3800,44,53,68,48,66,88,100,93,165,320
17488,13,33,63,66,97,76,71,132,149,345
19946,57,72,68,153,102,63,57,93,142,238
16781,15,13,30,14,52,55,71,149,214,432
1397,54,39,50,150,88,79,75,98,131,281
13922,43,60,66,177,82,80,68,81,147,241
1948,39,30,29,30,80,72,75,127,223,340
3903,32,49,56,54,75,70,95,141,171,302
7315,33,46,59,53,85,78,119,118,172,282
3933,36,67,74,179,81,53,55,92,147,261
19570,32,48,54,41,66,66,53,108,180,397
15259,8,29,30,32,48,53,80,144,202,420
2249,16,40,49,146,63,67,72,114,166,312
11150,13,29,34,55,76,84,88,143,203,320
14886,116,51,67,153,82,57,60,91,135,233
16328,12,35,46,41,51,78,76,141,200,365
649,80,62,61,153,68,70,71,98,141,241
17396,2,19,62,51,80,86,98,150,183,315
18844,110,73,54,52,87,68,74,102,147,278
1771,39,54,80,45,69,99,81,125,161,292
109,45,38,46,47,64,61,89,107,192,356
4149,44,53,36,45,70,71,83,107,185,351
7167,13,28,36,57,87,93,111,157,174,289
18635,18,21,22,144,68,61,80,98,175,358
17525,58,71,62,57,100,76,55,114,168,284
16887,30,45,62,56,77,99,82,115,180,299
8956,33,38,68,50,76,93,86,118,175,308
3801,45,48,74,66,92,89,74,112,165,280
15896,39,54,44,62,79,69,107,140,164,287
932,8,28,44,181,81,92,95,99,163,255
18033,1,17,24,47,49,67,84,151,248,357
15266,35,43,47,50,93,82,87,121,164,323
17766,22,20,38,44,48,50,91,125,230,377
9802,76,80,65,57,92,78,62,101,156,278
4517,63,41,57,157,72,65,74,81,149,286
8524,51,41,40,142,66,67,66,98,168,306
16568,7,16,49,60,78,88,81,114,162,391
8474,29,31,43,160,76,78,78,133,162,255
1719,3,7,20,47,73,101,129,151,203,313
6892,32,45,60,154,97,70,88,109,134,256
15516,85,64,59,157,95,63,59,87,129,247
16020,50,38,47,39,55,65,76,115,208,352
9994,16,24,31,147,49,53,71,121,182,351
7482,3,11,37,45,37,65,80,116,206,446
2690,10,24,40,61,99,105,117,140,175,275
1839,47,58,58,48,84,87,89,126,166,282
18396,20,28,39,52,83,139,100,128,169,287
6045,18,71,76,170,69,74,65,101,154,247
6727,10,45,74,64,111,78,93,122,174,275
16812,31,48,73,150,73,80,83,108,132,267
15736,6,32,66,65,86,95,67,116,208,305
4694,16,32,38,26,54,66,84,102,190,437
17924,56,37,56,152,59,53,61,91,147,333
690,69,63,59,155,76,68,76,92,136,251
6472,4,32,71,80,87,97,82,133,178,282
9497,42,55,52,54,57,53,67,100,176,389
1309,30,30,31,73,86,81,102,134,194,284
2498,37,28,36,35,56,69,65,115,165,439
15124,37,23,35,39,60,92,129,138,179,313
4217,43,39,78,159,60,65,75,113,147,266
4430,19,37,58,43,75,67,61,116,200,369
2569,23,45,81,47,70,79,98,124,182,296
11144,52,39,45,40,62,85,83,121,200,318
6877,11,19,47,39,87,76,99,150,206,311
13,59,53,56,149,65,70,79,104,141,269
14657,37,31,34,31,45,45,86,144,215,377
13048,21,28,54,161,69,78,93,119,169,253
13206,24,66,82,165,56,67,66,95,139,285
15149,7,10,35,37,65,55,52,108,189,489
3,54,40,51,160,63,71,96,120,155,236
8972,47,30,38,30,52,81,87,129,191,360
14027,51,61,36,63,64,82,68,131,175,314
14163,3,30,51,51,76,72,81,141,202,339
8185,13,23,61,169,91,110,92,113,131,242
16504,40,44,57,154,82,68,74,100,158,268
3230,15,47,52,70,92,86,77,126,189,291
15188,47,18,51,47,85,79,103,145,184,286
2292,17,36,30,46,82,82,99,136,204,313
9422,49,38,44,137,59,58,63,103,147,347
4615,15,30,43,167,78,76,56,118,182,280
1663,25,31,39,41,69,55,57,88,173,467
8872,15,29,26,137,72,47,71,110,204,334
14153,3,1,12,33,64,96,100,130,174,433
1478,18,54,48,154,72,69,93,101,165,271
2350,11,30,36,152,78,80,81,135,191,251
15959,2,35,56,59,77,98,78,123,170,348
2676,45,36,74,158,84,71,93,104,146,234
19093,19,42,59,172,94,78,87,100,124,270
15530,86,75,51,51,87,76,55,92,175,297
6781,44,35,47,53,66,54,86,131,219,310
6335,13,31,35,163,74,72,77,106,154,320
5734,25,39,54,139,57,52,72,105,180,322
12642,7,21,34,59,87,68,82,113,195,380
5313,7,31,51,57,83,66,70,148,204,329
15817,75,77,66,163,78,58,63,88,129,248
8585,11,21,29,33,58,78,79,125,211,400
6470,28,46,49,145,62,76,98,124,160,257
1133,2,27,38,49,63,93,97,141,223,313
5351,30,50,55,56,99,76,84,119,179,297
7155,38,43,47,176,85,68,85,103,149,251
3855,39,26,42,70,99,85,90,121,172,301
2826,30,51,65,60,82,95,85,130,172,275
7263,110,62,61,38,93,66,72,118,157,268
5411,5,28,61,164,80,88,77,104,168,271
16163,23,28,43,39,80,99,108,142,174,309
7123,15,43,59,176,87,92,87,110,140,236
5007,20,34,25,34,62,74,97,140,192,367
19450,25,42,75,57,93,87,88,122,172,284
8172,22,28,42,45,88,78,75,122,217,328
18377,49,71,50,161,82,91,82,103,136,220
14711,39,70,58,61,80,82,86,129,171,269
11077,28,37,43,54,80,87,77,145,188,306
15725,55,53,52,153,59,67,71,105,158,272
4190,44,82,71,39,87,62,77,131,163,289
9075,8,38,59,57,91,80,91,129,184,309
12214,14,47,72,68,83,70,76,121,189,305
8636,9,21,39,36,61,57,82,117,204,420
8223,59,55,64,40,78,76,81,112,192,288
11336,52,55,41,150,75,70,79,100,127,296
2754,6,21,39,163,96,116,85,106,169,245
13925,6,29,40,55,78,82,87,134,167,368
10988,29,62,55,158,67,82,74,110,146,262
15507,23,52,79,175,92,95,87,90,126,226
319,49,52,60,171,88,53,86,91,151,244
10256,60,49,63,66,70,76,70,112,148,331
22,9,26,24,48,68,68,92,142,209,360
19389,32,31,22,31,55,74,93,158,214,335
18866,11,21,52,150,67,77,106,117,177,267
12931,82,49,59,170,66,62,60,106,143,248
17460,57,82,44,162,77,70,54,93,143,263
4915,2,12,47,33,63,66,118,174,212,319
18869,1,13,28,52,44,56,77,99,184,491
5307,55,56,60,49,70,81,93,114,189,278
3118,55,59,66,157,61,67,64,94,138,284
8,37,25,39,31,70,81,97,141,188,337
14057,8,24,48,37,64,105,92,138,193,337
15823,66,77,62,161,98,68,73,85,129,226
4297,22,38,47,49,75,97,114,135,170,298
14710,3,14,49,45,96,117,113,138,177,294
8825,18,29,41,38,45,79,91,144,224,336
7067,30,27,44,51,108,81,103,146,159,296
160,11,22,61,178,78,88,77,114,175,241
3130,88,62,63,169,80,70,52,82,129,250
18204,19,42,48,49,84,88,96,134,179,306
5380,52,41,67,35,65,70,109,119,167,320
8878,30,62,63,51,82,79,93,123,181,281
19199,33,55,76,169,82,66,77,103,139,245
7326,51,55,59,169,80,65,81,103,148,234
18406,12,31,38,44,65,69,104,111,186,385
729,53,36,44,45,55,65,84,140,197,326
11119,6,11,24,40,46,62,72,102,232,451
1818,3,9,21,32,46,63,69,100,172,532
900,40,60,45,46,80,58,74,112,178,352
8699,11,18,25,46,70,65,85,121,169,435
7768,6,10,22,45,45,39,75,82,147,576
7055,39,52,51,152,65,67,72,110,169,268
5167,841,2,14,109,7,1,5,9,19,40
7789,20,26,29,45,91,87,106,152,186,303
3373,1,13,31,43,69,99,98,141,217,333
18089,4,22,37,48,65,67,87,153,255,308
17936,46,51,68,159,68,78,66,100,157,252
16582,41,47,60,167,88,80,70,105,152,235
12411,6,6,36,146,70,127,110,114,163,269
10282,5,24,24,54,87,79,114,139,200,320
11971,17,41,51,58,99,78,86,157,178,280
19323,3,13,61,56,99,95,86,140,187,306
2296,27,35,44,40,65,64,92,169,221,288
646,0,30,51,57,80,116,110,130,184,287
1329,3,27,86,77,90,79,100,128,179,277
11008,35,40,69,169,84,84,73,96,143,252
6362,18,28,47,55,64,79,102,159,217,276
19530,8,14,43,38,69,95,108,152,202,317
717,8,47,48,61,107,75,67,119,154,360
8857,5,15,53,45,79,86,102,131,214,316
5009,41,38,68,59,79,67,71,106,188,328
6044,78,60,67,47,93,83,78,110,157,272
346,18,36,62,145,54,61,89,107,154,319
4892,35,44,61,166,82,83,77,100,145,252
2688,21,39,77,169,78,88,69,106,157,241
9050,55,44,57,170,70,91,59,95,155,249
4947,60,62,53,167,75,75,62,96,145,250
15282,42,59,57,65,91,70,89,119,182,271
16540,16,36,43,55,112,95,106,136,168,278
14164,5,20,17,30,84,77,101,131,227,354
110,36,39,51,43,81,58,63,117,201,356
10056,71,82,60,162,79,66,59,93,131,242
6174,58,28,33,149,57,34,64,108,183,331
9487,20,27,48,64,76,96,86,146,184,298
15967,9,23,74,67,67,93,109,121,198,285
19790,20,24,48,55,90,107,105,134,181,281
6509,3,17,32,44,55,65,86,132,205,407
6822,0,5,21,62,77,81,97,134,227,342
3420,17,40,56,62,63,59,93,119,194,342
2914,26,44,45,46,84,61,87,135,210,307
12093,22,29,31,34,60,74,85,133,232,345
7481,57,35,52,131,52,63,60,94,173,328
16706,7,38,61,57,99,98,79,132,176,299
8673,5,36,73,177,86,82,85,103,148,251
7308,7,25,48,155,77,86,107,124,164,253
13973,12,27,46,45,79,97,108,163,176,292
3869,0,22,33,45,72,66,91,134,225,357
15097,26,30,71,185,99,80,77,104,148,225
7361,35,48,74,170,87,81,76,95,125,254
1376,4,13,33,40,67,80,98,119,174,418
3672,21,43,48,51,65,81,78,126,203,329
19733,35,58,76,156,77,67,67,108,149,252
16988,76,57,53,160,67,48,72,94,145,273
1137,22,35,62,164,88,60,61,114,168,271
17149,34,43,54,45,92,107,104,135,164,267
7444,58,25,48,55,75,74,97,103,193,317
1934,14,35,47,35,102,75,105,149,197,286
3816,50,48,70,165,94,78,63,98,145,234
12513,34,31,48,138,63,58,98,117,172,286
10681,32,39,42,159,59,62,86,121,153,292
15104,27,74,97,170,94,73,59,84,140,227
16564,40,39,47,150,61,85,68,90,170,295
14202,12,46,56,44,89,84,86,122,180,326
18429,32,38,73,172,65,60,76,110,169,250
15118,11,38,53,65,83,86,91,121,174,323
9448,5,42,50,167,83,106,84,106,159,244
16111,14,25,46,158,87,81,65,112,154,303
11157,87,64,68,157,82,61,45,83,141,257
7440,10,38,60,45,73,60,69,136,194,361
9125,10,27,33,53,91,88,100,161,177,306
12478,6,30,35,58,85,108,117,151,168,288
14861,66,50,61,42,85,72,61,117,178,313
433,12,36,65,53,74,104,85,139,185,292
13864,3,14,30,148,71,98,114,148,159,261
4317,9,39,67,43,75,99,94,136,191,293
10591,6,47,52,42,87,88,113,145,185,281
13891,74,44,60,159,65,59,65,106,144,269
9987,840,2,16,111,8,7,4,12,18,29
19724,7,15,42,51,78,97,105,121,186,344
7588,16,61,53,48,81,87,101,112,174,312
1300,104,64,56,166,87,65,57,83,139,224
16719,22,21,40,56,87,72,80,149,208,310
17106,60,68,61,166,85,56,66,106,140,237
9159,22,23,34,40,44,70,77,137,214,384
4767,9,36,52,163,103,84,84,110,144,261
5136,99,60,43,148,78,66,50,85,147,269
6581,5,40,55,161,68,89,79,101,166,282
2367,48,60,59,60,87,72,76,120,180,283
8885,3,17,25,47,78,91,108,150,194,333
9711,142,70,50,146,59,55,57,81,133,252
9975,14,43,67,61,85,86,108,126,179,276
19005,62,42,26,52,58,62,110,102,183,348
12988,7,37,43,32,60,80,104,114,209,360
17263,20,38,63,53,70,78,93,119,211,300
7527,9,11,16,36,50,72,86,134,212,420
7770,84,75,79,163,79,53,62,97,132,221
7703,18,23,48,52,72,72,94,133,176,357
6238,10,22,50,160,77,88,76,116,161,286
13712,9,37,49,46,84,113,105,119,193,291
2320,20,35,65,45,78,87,99,134,192,290
4991,19,34,61,195,81,60,79,126,157,233
2110,51,37,51,168,94,81,78,98,140,247
11193,19,44,57,37,63,72,95,128,194,336
3011,72,54,59,160,67,67,57,83,163,263
18003,16,37,44,156,86,72,105,110,144,275
11275,6,21,44,174,83,97,90,116,172,243
8195,27,23,48,157,51,82,95,118,156,288
15501,86,18,26,33,50,44,61,107,222,398
4409,10,27,45,40,55,97,89,131,209,343
1823,18,35,63,80,86,103,107,118,169,266
1181,29,36,58,163,77,76,69,114,158,265
6964,51,48,48,28,77,79,78,124,161,351
16631,37,54,66,165,88,78,57,91,154,255
15902,8,27,49,157,74,71,71,107,172,310
15369,8,37,82,87,87,103,92,116,163,271
8204,4,23,36,64,73,110,108,128,201,299
1188,1,13,22,42,59,77,112,179,213,327
16587,9,31,36,154,88,95,92,109,150,282
16541,9,38,45,56,71,67,66,100,173,421
8543,25,54,27,64,90,92,96,129,188,280
19385,12,36,36,151,80,80,90,138,162,260
16753,6,49,72,64,97,77,101,117,180,283
17045,32,50,58,156,66,63,75,86,142,317
19287,4,30,35,61,85,96,122,133,173,307
9843,40,66,65,169,88,70,64,96,155,232
16628,17,42,54,44,92,84,73,129,213,297
6915,49,33,40,53,96,80,88,114,196,296
11851,32,41,46,44,77,88,95,139,181,302
6266,19,24,34,47,82,86,76,148,199,330
14413,3,23,36,57,72,90,109,148,174,334
1700,47,25,33,34,69,61,96,141,203,336
4038,27,54,42,47,60,87,110,130,196,292
18149,26,60,70,65,75,72,95,120,187,275
12891,3,17,44,165,88,90,93,111,158,277
6687,9,17,22,25,56,64,88,152,240,373
7766,13,24,68,81,86,60,82,135,196,300
3278,5,19,39,157,69,80,93,126,192,266
510,103,59,55,156,81,61,56,95,134,245
1150,112,89,62,157,82,59,55,77,119,233
17245,55,41,48,36,66,80,84,149,174,312
4602,51,66,57,155,101,69,81,99,138,228
19816,5,23,29,55,63,87,109,152,190,333
9537,48,40,53,57,95,72,100,116,178,286
7458,40,17,32,39,57,49,67,147,188,409
18569,1,27,41,62,62,73,106,131,215,327
19659,19,24,32,33,53,82,78,155,200,369
1544,83,56,41,59,65,73,87,111,182,288
10850,55,59,50,51,73,91,82,108,174,302
10640,5,12,61,162,92,93,103,97,161,260
1383,23,43,68,68,87,71,86,133,179,287
281,20,34,46,148,83,69,96,125,157,267
10182,2,31,49,140,56,92,104,147,171,254
11613,4,12,32,45,87,92,118,169,217,270
14955,11,18,24,36,72,83,103,154,202,342
6157,18,34,45,63,88,99,92,122,185,299
1231,121,15,42,30,76,90,88,126,155,302
1617,2,33,43,47,66,64,64,139,218,370
18413,6,21,40,55,78,81,115,169,202,279
11401,98,68,60,52,76,67,89,114,147,274
3550,9,53,64,52,71,81,87,123,200,306
10659,5,11,19,32,80,119,115,153,210,302
588,14,33,62,171,91,109,86,107,140,232
19382,22,54,75,73,93,86,77,107,159,299
7584,51,40,75,170,73,83,72,94,143,244
4082,5,24,30,42,59,78,116,155,201,336
14387,40,41,69,171,79,54,90,103,150,248
9560,18,51,49,66,74,77,98,145,169,298
9152,0,6,37,44,45,52,85,153,193,431
586,37,26,28,29,49,40,67,117,208,444
6935,59,54,62,152,79,71,62,101,147,258
10239,76,64,64,48,75,84,76,110,160,288
7363,20,60,75,166,90,86,64,96,157,231
2235,106,77,63,49,65,74,70,103,135,303
15295,21,36,51,40,78,87,90,117,201,324
8384,95,58,72,162,81,67,58,79,133,240
4488,10,28,40,36,60,64,70,153,201,384
9449,9,45,77,53,73,87,83,144,189,286
13223,8,15,29,34,79,94,95,132,182,378
5929,25,63,59,162,69,60,105,97,165,240
2468,29,61,46,159,70,84,100,107,159,230
4968,17,24,35,159,66,101,121,129,145,248
12930,41,42,56,40,53,79,113,121,195,305
4018,12,21,63,51,73,105,112,144,192,272
16596,4,15,45,42,79,81,78,107,240,355
13340,7,17,37,39,73,85,94,168,209,317
19618,79,42,68,173,87,50,52,100,138,256
4423,34,51,50,35,58,78,59,127,205,348
3253,7,56,62,51,102,75,109,117,157,310
4581,30,37,40,37,52,76,101,141,190,341
16758,36,52,40,42,69,79,73,95,214,345
15895,1,13,35,30,47,58,100,145,216,400
3200,49,61,63,50,95,103,75,111,172,266
7849,12,39,37,156,90,95,86,134,156,240
1233,30,53,51,61,86,68,75,114,196,311
3717,13,26,55,163,72,89,96,129,157,245
17647,5,23,48,151,54,70,79,130,165,321
9102,36,49,60,57,83,67,73,126,174,320
12058,13,23,47,167,90,80,102,111,145,267
9263,3,5,15,41,72,76,102,169,186,378
3280,19,34,36,53,95,77,86,145,187,313
8347,18,32,29,40,48,58,71,113,192,444
10117,20,21,47,41,55,46,78,130,207,400
13470,35,46,74,163,74,82,81,102,149,239
16082,57,56,41,65,97,94,93,123,159,260
16338,34,46,49,156,75,74,80,106,137,288
16027,13,40,56,58,107,91,104,132,164,280
17072,68,38,60,44,76,62,81,123,188,305
8037,22,54,89,58,85,87,86,118,176,270
969,8,35,35,53,63,59,93,134,234,332
13086,4,22,44,55,97,98,97,136,194,299
2503,3,30,45,54,70,107,86,143,197,311
9753,3,22,36,36,94,81,97,128,185,364
7781,2,21,73,167,88,97,83,112,173,230
7862,19,28,43,160,70,79,94,124,173,255
3562,16,42,42,67,103,102,78,124,184,287
9458,46,56,66,54,83,88,84,130,172,266
14844,48,61,61,53,89,79,84,128,159,283
1062,22,33,53,156,96,91,66,105,176,247
2538,81,93,83,44,89,81,56,101,149,268
1257,3,11,36,51,68,75,107,147,237,311
10654,7,22,42,29,51,72,122,138,225,338
10410,52,41,63,44,66,69,58,119,212,321
11202,842,3,18,112,11,4,5,10,16,26
10288,19,31,38,40,66,69,92,134,196,360
10881,23,41,77,166,105,77,80,81,149,246
16091,14,25,64,71,85,72,80,120,196,318
3029,0,20,34,31,65,81,104,148,205,357
7875,2,24,47,50,57,66,97,129,202,372
862,14,35,44,54,86,75,88,146,175,328
12487,11,27,41,53,92,116,118,141,165,281
5990,13,38,74,158,71,81,76,85,136,313
17811,11,30,49,53,63,81,100,133,212,313
4127,22,37,32,21,35,62,78,83,224,451
3369,7,20,57,56,87,101,124,136,175,283
14349,7,27,65,167,84,79,81,125,161,250
609,76,52,49,33,53,62,85,119,175,341
1539,24,30,57,158,67,93,70,108,159,279
9573,23,31,45,153,66,72,82,111,179,283
4397,19,36,29,49,54,63,102,173,195,325
7856,6,28,35,51,116,118,102,133,169,288
8607,3,24,30,36,52,71,90,129,250,361
18586,24,47,53,61,75,82,83,124,208,288
